"structural_breakpoint","id"
false,467
true,468
false,469
false,470
false,471
false,472
false,473
false,474
false,475
false,476
false,477
false,478
true,479
false,480
false,481
true,482
true,483
true,484
true,485
false,486
false,487
false,488
false,489
false,490
false,491
true,492
true,493
false,494
false,495
false,496
false,497
false,498
false,499
false,500
false,501
false,502
true,503
false,504
false,505
false,506
false,507
true,508
true,509
false,510
false,511
false,512
true,513
false,514
false,515
false,516
false,517
false,518
false,519
false,520
true,521
false,522
true,523
false,524
false,525
false,526
false,527
true,528
true,529
true,530
true,531
false,532
false,533
false,534
false,535
false,536
false,537
true,538
false,539
false,540
false,541
false,542
true,543
false,544
false,545
false,546
false,547
false,548
true,549
true,550
false,551
false,552
false,553
false,554
true,555
false,556
false,557
false,558
true,559
false,560
true,561
false,562
false,563
false,564
true,565
true,566
true,567
true,568
false,569
false,570
false,571
true,572
true,573
false,574
false,575
true,576
false,577
false,578
false,579
false,580
false,581
true,582
false,583
false,584
true,585
false,586
false,587
true,588
false,589
false,590
false,591
true,592
false,593
false,594
false,595
false,596
false,597
false,598
false,599
false,600
false,601
false,602
false,603
false,604
true,605
true,606
false,607
false,608
false,609
false,610
false,611
true,612
true,613
false,614
false,615
false,616
true,617
false,618
false,619
false,620
true,621
false,622
false,623
false,624
false,625
true,626
false,627
true,628
false,629
false,630
false,631
false,632
false,633
false,634
false,635
true,636
false,637
false,638
false,639
false,640
false,641
false,642
true,643
false,644
false,645
false,646
true,647
false,648
false,649
false,650
true,651
true,652
false,653
false,654
false,655
true,656
false,657
true,658
true,659
true,660
true,661
false,662
true,663
false,664
false,665
false,666
true,667
false,668
false,669
true,670
false,671
true,672
false,673
true,674
false,675
false,676
true,677
true,678
true,679
true,680
false,681
false,682
true,683
false,684
false,685
false,686
false,687
false,688
false,689
true,690
false,691
false,692
false,693
false,694
false,695
false,696
false,697
true,698
false,699
false,700
true,701
false,702
false,703
false,704
false,705
false,706
false,707
false,708
false,709
true,710
false,711
false,712
true,713
false,714
false,715
true,716
true,717
true,718
false,719
false,720
false,721
false,722
false,723
false,724
true,725
false,726
true,727
false,728
false,729
false,730
false,731
true,732
false,733
true,734
false,735
true,736
false,737
false,738
false,739
false,740
true,741
true,742
false,743
true,744
false,745
false,746
false,747
false,748
false,749
false,750
true,751
false,752
false,753
true,754
false,755
true,756
false,757
false,758
false,759
false,760
false,761
false,762
false,763
false,764
false,765
true,766
false,767
false,768
false,769
true,770
false,771
false,772
true,773
false,774
true,775
false,776
false,777
false,778
false,779
false,780
false,781
true,782
false,783
true,784
true,785
false,786
false,787
true,788
false,789
false,790
false,791
false,792
false,793
false,794
false,795
false,796
false,797
true,798
false,799
false,800
false,801
false,802
false,803
false,804
false,805
false,806
false,807
true,808
false,809
true,810
true,811
false,812
true,813
false,814
false,815
false,816
false,817
false,818
false,819
false,820
false,821
false,822
true,823
false,824
false,825
false,826
false,827
true,828
false,829
false,830
true,831
true,832
false,833
true,834
true,835
false,836
false,837
false,838
false,839
false,840
false,841
false,842
false,843
false,844
true,845
false,846
false,847
false,848
false,849
false,850
false,851
false,852
false,853
false,854
false,855
true,856
false,857
false,858
false,859
false,860
false,861
false,862
false,863
false,864
false,865
true,866
false,867
false,868
false,869
true,870
false,871
true,872
false,873
true,874
false,875
true,876
false,877
false,878
false,879
false,880
false,881
false,882
false,883
false,884
true,885
true,886
false,887
false,888
false,889
false,890
true,891
false,892
false,893
false,894
false,895
false,896
false,897
false,898
false,899
false,900
false,901
false,902
false,903
false,904
false,905
false,906
false,907
false,908
false,909
false,910
false,911
true,912
false,913
true,914
false,915
false,916
false,917
false,918
true,919
false,920
true,921
false,922
false,923
false,924
true,925
false,926
true,927
false,928
true,929
false,930
false,931
true,932
false,933
false,934
false,935
true,936
false,937
true,938
false,939
false,940
false,941
false,942
true,943
true,944
false,945
false,946
false,947
true,948
false,949
false,950
true,951
false,952
false,953
true,954
false,955
false,956
false,957
true,958
false,959
false,960
false,961
false,962
true,963
false,964
true,965
false,966
false,967
true,968
false,969
false,970
false,971
false,972
true,973
false,974
false,975
false,976
false,977
false,978
false,979
false,980
false,981
false,982
true,983
true,984
false,985
false,986
false,987
false,988
false,989
false,990
false,991
true,992
true,993
false,994
false,995
false,996
false,997
false,998
true,999
false,1000
false,1001
false,1002
false,1003
false,1004
false,1005
true,1006
false,1007
false,1008
true,1009
true,1010
true,1011
true,1012
true,1013
false,1014
false,1015
false,1016
true,1017
false,1018
true,1019
false,1020
false,1021
false,1022
false,1023
false,1024
false,1025
false,1026
false,1027
false,1028
false,1029
true,1030
true,1031
false,1032
true,1033
false,1034
false,1035
false,1036
false,1037
true,1038
false,1039
false,1040
false,1041
false,1042
true,1043
false,1044
false,1045
true,1046
false,1047
false,1048
false,1049
true,1050
true,1051
false,1052
false,1053
true,1054
false,1055
false,1056
false,1057
true,1058
false,1059
true,1060
false,1061
true,1062
false,1063
true,1064
true,1065
false,1066
true,1067
false,1068
false,1069
false,1070
true,1071
false,1072
false,1073
true,1074
true,1075
true,1076
true,1077
false,1078
false,1079
false,1080
false,1081
true,1082
false,1083
false,1084
false,1085
false,1086
false,1087
false,1088
false,1089
false,1090
false,1091
true,1092
false,1093
true,1094
false,1095
false,1096
true,1097
false,1098
true,1099
true,1100
false,1101
true,1102
true,1103
false,1104
false,1105
false,1106
false,1107
false,1108
true,1109
false,1110
true,1111
false,1112
true,1113
true,1114
false,1115
false,1116
false,1117
true,1118
false,1119
false,1120
false,1121
false,1122
false,1123
false,1124
true,1125
false,1126
false,1127
true,1128
false,1129
false,1130
true,1131
false,1132
false,1133
true,1134
true,1135
false,1136
false,1137
true,1138
false,1139
false,1140
false,1141
true,1142
true,1143
false,1144
true,1145
false,1146
true,1147
false,1148
true,1149
false,1150
false,1151
false,1152
false,1153
false,1154
false,1155
false,1156
false,1157
false,1158
false,1159
false,1160
false,1161
false,1162
false,1163
true,1164
false,1165
true,1166
false,1167
true,1168
false,1169
false,1170
false,1171
false,1172
false,1173
false,1174
true,1175
true,1176
false,1177
false,1178
false,1179
false,1180
true,1181
false,1182
false,1183
false,1184
false,1185
true,1186
false,1187
false,1188
false,1189
true,1190
false,1191
false,1192
false,1193
false,1194
false,1195
true,1196
true,1197
true,1198
true,1199
false,1200
false,1201
false,1202
false,1203
false,1204
false,1205
false,1206
false,1207
false,1208
true,1209
false,1210
false,1211
true,1212
false,1213
false,1214
false,1215
false,1216
true,1217
false,1218
false,1219
true,1220
true,1221
true,1222
false,1223
true,1224
false,1225
true,1226
false,1227
true,1228
true,1229
true,1230
false,1231
false,1232
true,1233
false,1234
true,1235
true,1236
true,1237
true,1238
false,1239
false,1240
true,1241
true,1242
false,1243
false,1244
false,1245
false,1246
false,1247
false,1248
false,1249
false,1250
false,1251
false,1252
false,1253
true,1254
false,1255
false,1256
false,1257
false,1258
false,1259
true,1260
false,1261
false,1262
true,1263
false,1264
false,1265
false,1266
true,1267
false,1268
false,1269
false,1270
false,1271
false,1272
false,1273
true,1274
false,1275
true,1276
true,1277
false,1278
true,1279
false,1280
false,1281
true,1282
false,1283
false,1284
false,1285
false,1286
false,1287
false,1288
false,1289
false,1290
false,1291
true,1292
false,1293
false,1294
false,1295
false,1296
true,1297
true,1298
false,1299
false,1300
true,1301
false,1302
false,1303
true,1304
false,1305
false,1306
true,1307
false,1308
false,1309
false,1310
false,1311
true,1312
false,1313
false,1314
false,1315
false,1316
false,1317
false,1318
false,1319
false,1320
false,1321
false,1322
false,1323
false,1324
false,1325
true,1326
false,1327
true,1328
true,1329
true,1330
false,1331
true,1332
false,1333
false,1334
true,1335
true,1336
false,1337
false,1338
false,1339
false,1340
false,1341
true,1342
false,1343
false,1344
false,1345
false,1346
false,1347
false,1348
false,1349
true,1350
false,1351
false,1352
false,1353
true,1354
true,1355
false,1356
false,1357
false,1358
true,1359
false,1360
false,1361
false,1362
false,1363
false,1364
false,1365
false,1366
false,1367
false,1368
false,1369
false,1370
false,1371
false,1372
false,1373
false,1374
false,1375
false,1376
true,1377
true,1378
false,1379
false,1380
false,1381
false,1382
false,1383
false,1384
false,1385
false,1386
false,1387
false,1388
true,1389
false,1390
false,1391
false,1392
true,1393
false,1394
false,1395
false,1396
false,1397
false,1398
false,1399
true,1400
false,1401
false,1402
false,1403
false,1404
false,1405
true,1406
false,1407
false,1408
false,1409
true,1410
false,1411
false,1412
true,1413
false,1414
false,1415
true,1416
false,1417
false,1418
false,1419
true,1420
false,1421
false,1422
false,1423
true,1424
true,1425
false,1426
false,1427
true,1428
false,1429
false,1430
true,1431
true,1432
false,1433
false,1434
false,1435
true,1436
true,1437
false,1438
false,1439
true,1440
false,1441
true,1442
true,1443
false,1444
false,1445
false,1446
false,1447
false,1448
false,1449
false,1450
true,1451
false,1452
false,1453
false,1454
false,1455
false,1456
false,1457
false,1458
false,1459
false,1460
false,1461
false,1462
true,1463
false,1464
false,1465
false,1466
false,1467
false,1468
false,1469
false,1470
true,1471
false,1472
false,1473
false,1474
false,1475
false,1476
false,1477
false,1478
true,1479
true,1480
false,1481
false,1482
false,1483
false,1484
false,1485
false,1486
false,1487
false,1488
false,1489
true,1490
true,1491
false,1492
false,1493
false,1494
false,1495
false,1496
true,1497
false,1498
true,1499
false,1500
true,1501
false,1502
true,1503
true,1504
false,1505
false,1506
true,1507
false,1508
true,1509
true,1510
false,1511
false,1512
true,1513
true,1514
false,1515
true,1516
true,1517
false,1518
false,1519
false,1520
true,1521
false,1522
false,1523
false,1524
false,1525
true,1526
true,1527
false,1528
false,1529
true,1530
true,1531
false,1532
true,1533
true,1534
false,1535
true,1536
true,1537
false,1538
false,1539
true,1540
true,1541
false,1542
true,1543
false,1544
false,1545
false,1546
false,1547
false,1548
false,1549
true,1550
false,1551
false,1552
false,1553
true,1554
false,1555
true,1556
false,1557
false,1558
false,1559
false,1560
false,1561
true,1562
false,1563
false,1564
false,1565
false,1566
false,1567
false,1568
false,1569
false,1570
false,1571
false,1572
true,1573
false,1574
false,1575
true,1576
true,1577
false,1578
false,1579
false,1580
false,1581
false,1582
false,1583
false,1584
true,1585
false,1586
true,1587
true,1588
true,1589
false,1590
false,1591
true,1592
false,1593
true,1594
false,1595
true,1596
false,1597
false,1598
false,1599
false,1600
false,1601
false,1602
false,1603
true,1604
false,1605
true,1606
false,1607
false,1608
false,1609
true,1610
false,1611
false,1612
true,1613
false,1614
false,1615
false,1616
true,1617
false,1618
false,1619
true,1620
false,1621
false,1622
false,1623
false,1624
false,1625
true,1626
false,1627
true,1628
true,1629
false,1630
false,1631
false,1632
false,1633
false,1634
false,1635
false,1636
false,1637
true,1638
false,1639
true,1640
false,1641
false,1642
false,1643
false,1644
false,1645
true,1646
false,1647
false,1648
false,1649
true,1650
false,1651
false,1652
true,1653
true,1654
false,1655
false,1656
false,1657
false,1658
false,1659
true,1660
false,1661
false,1662
true,1663
false,1664
true,1665
true,1666
false,1667
false,1668
false,1669
true,1670
false,1671
false,1672
false,1673
false,1674
true,1675
false,1676
true,1677
true,1678
true,1679
false,1680
false,1681
true,1682
false,1683
true,1684
false,1685
false,1686
false,1687
false,1688
false,1689
false,1690
false,1691
false,1692
true,1693
false,1694
false,1695
true,1696
false,1697
false,1698
false,1699
true,1700
false,1701
true,1702
false,1703
false,1704
true,1705
false,1706
true,1707
true,1708
false,1709
false,1710
false,1711
false,1712
true,1713
false,1714
true,1715
true,1716
false,1717
false,1718
false,1719
false,1720
false,1721
false,1722
true,1723
false,1724
false,1725
false,1726
true,1727
false,1728
true,1729
true,1730
false,1731
false,1732
true,1733
false,1734
true,1735
true,1736
false,1737
false,1738
false,1739
false,1740
false,1741
true,1742
false,1743
true,1744
true,1745
false,1746
false,1747
true,1748
true,1749
false,1750
false,1751
true,1752
false,1753
false,1754
false,1755
false,1756
true,1757
false,1758
true,1759
true,1760
false,1761
false,1762
true,1763
false,1764
false,1765
true,1766
false,1767
false,1768
false,1769
false,1770
false,1771
true,1772
true,1773
true,1774
false,1775
false,1776
false,1777
false,1778
false,1779
false,1780
false,1781
false,1782
true,1783
false,1784
true,1785
false,1786
true,1787
true,1788
false,1789
true,1790
false,1791
false,1792
false,1793
true,1794
false,1795
false,1796
false,1797
false,1798
false,1799
false,1800
false,1801
false,1802
false,1803
false,1804
true,1805
true,1806
false,1807
true,1808
false,1809
false,1810
false,1811
true,1812
false,1813
false,1814
false,1815
false,1816
false,1817
false,1818
true,1819
true,1820
false,1821
true,1822
true,1823
false,1824
true,1825
true,1826
true,1827
false,1828
true,1829
false,1830
false,1831
false,1832
false,1833
true,1834
false,1835
false,1836
false,1837
false,1838
true,1839
true,1840
false,1841
false,1842
false,1843
true,1844
false,1845
false,1846
false,1847
true,1848
false,1849
false,1850
true,1851
false,1852
false,1853
false,1854
false,1855
true,1856
true,1857
true,1858
false,1859
false,1860
false,1861
false,1862
true,1863
true,1864
true,1865
false,1866
false,1867
false,1868
true,1869
false,1870
true,1871
false,1872
false,1873
true,1874
true,1875
false,1876
false,1877
false,1878
false,1879
false,1880
false,1881
false,1882
false,1883
true,1884
false,1885
true,1886
false,1887
false,1888
false,1889
false,1890
true,1891
false,1892
false,1893
false,1894
false,1895
true,1896
false,1897
true,1898
false,1899
false,1900
false,1901
false,1902
false,1903
true,1904
false,1905
true,1906
false,1907
false,1908
false,1909
false,1910
false,1911
true,1912
false,1913
false,1914
false,1915
false,1916
false,1917
false,1918
true,1919
false,1920
false,1921
true,1922
false,1923
true,1924
false,1925
false,1926
false,1927
false,1928
true,1929
false,1930
true,1931
false,1932
true,1933
false,1934
false,1935
false,1936
false,1937
false,1938
false,1939
false,1940
true,1941
false,1942
false,1943
true,1944
false,1945
false,1946
true,1947
false,1948
false,1949
false,1950
false,1951
false,1952
false,1953
false,1954
false,1955
true,1956
false,1957
false,1958
true,1959
false,1960
false,1961
false,1962
false,1963
true,1964
false,1965
false,1966
false,1967
false,1968
false,1969
true,1970
false,1971
false,1972
true,1973
true,1974
false,1975
false,1976
false,1977
false,1978
false,1979
false,1980
false,1981
false,1982
false,1983
false,1984
false,1985
false,1986
false,1987
false,1988
true,1989
false,1990
false,1991
false,1992
false,1993
false,1994
true,1995
true,1996
false,1997
false,1998
true,1999
true,2000
false,2001
false,2002
false,2003
false,2004
true,2005
false,2006
true,2007
false,2008
false,2009
false,2010
false,2011
true,2012
false,2013
false,2014
false,2015
false,2016
false,2017
false,2018
true,2019
true,2020
true,2021
true,2022
true,2023
false,2024
false,2025
true,2026
false,2027
false,2028
true,2029
false,2030
false,2031
false,2032
false,2033
true,2034
false,2035
false,2036
true,2037
true,2038
false,2039
false,2040
false,2041
false,2042
true,2043
false,2044
true,2045
false,2046
true,2047
false,2048
false,2049
false,2050
false,2051
false,2052
false,2053
true,2054
false,2055
false,2056
false,2057
false,2058
true,2059
false,2060
true,2061
false,2062
true,2063
true,2064
true,2065
false,2066
false,2067
true,2068
false,2069
false,2070
false,2071
true,2072
false,2073
false,2074
false,2075
false,2076
false,2077
false,2078
false,2079
false,2080
false,2081
false,2082
true,2083
false,2084
true,2085
false,2086
false,2087
true,2088
true,2089
true,2090
true,2091
false,2092
false,2093
false,2094
false,2095
true,2096
false,2097
false,2098
false,2099
false,2100
false,2101
true,2102
false,2103
false,2104
true,2105
false,2106
false,2107
true,2108
true,2109
false,2110
true,2111
false,2112
false,2113
false,2114
true,2115
false,2116
false,2117
true,2118
true,2119
true,2120
false,2121
false,2122
true,2123
false,2124
false,2125
false,2126
true,2127
false,2128
true,2129
false,2130
false,2131
true,2132
false,2133
false,2134
false,2135
false,2136
false,2137
false,2138
false,2139
false,2140
false,2141
true,2142
true,2143
false,2144
false,2145
false,2146
false,2147
false,2148
true,2149
false,2150
true,2151
false,2152
false,2153
false,2154
true,2155
true,2156
true,2157
true,2158
true,2159
true,2160
false,2161
false,2162
false,2163
false,2164
false,2165
false,2166
false,2167
false,2168
false,2169
true,2170
false,2171
true,2172
false,2173
false,2174
true,2175
false,2176
false,2177
false,2178
false,2179
false,2180
false,2181
true,2182
true,2183
false,2184
false,2185
true,2186
true,2187
true,2188
false,2189
false,2190
false,2191
true,2192
false,2193
false,2194
false,2195
true,2196
false,2197
false,2198
true,2199
true,2200
false,2201
false,2202
true,2203
false,2204
false,2205
false,2206
true,2207
true,2208
false,2209
true,2210
false,2211
false,2212
false,2213
false,2214
false,2215
false,2216
false,2217
false,2218
false,2219
true,2220
true,2221
false,2222
true,2223
false,2224
false,2225
false,2226
true,2227
false,2228
true,2229
true,2230
false,2231
true,2232
true,2233
false,2234
true,2235
false,2236
false,2237
false,2238
false,2239
false,2240
true,2241
false,2242
false,2243
true,2244
false,2245
false,2246
false,2247
false,2248
true,2249
false,2250
true,2251
true,2252
true,2253
false,2254
false,2255
false,2256
false,2257
false,2258
false,2259
false,2260
false,2261
false,2262
false,2263
false,2264
false,2265
false,2266
false,2267
false,2268
true,2269
false,2270
true,2271
false,2272
true,2273
false,2274
false,2275
true,2276
true,2277
false,2278
false,2279
false,2280
false,2281
false,2282
false,2283
true,2284
false,2285
false,2286
false,2287
true,2288
false,2289
false,2290
false,2291
true,2292
false,2293
false,2294
true,2295
false,2296
false,2297
false,2298
false,2299
true,2300
false,2301
false,2302
false,2303
false,2304
true,2305
false,2306
false,2307
true,2308
true,2309
true,2310
false,2311
false,2312
false,2313
false,2314
false,2315
false,2316
true,2317
true,2318
false,2319
true,2320
false,2321
false,2322
false,2323
false,2324
true,2325
true,2326
false,2327
false,2328
true,2329
false,2330
false,2331
false,2332
true,2333
false,2334
false,2335
false,2336
false,2337
false,2338
false,2339
true,2340
false,2341
true,2342
true,2343
false,2344
false,2345
true,2346
false,2347
false,2348
true,2349
false,2350
false,2351
false,2352
false,2353
true,2354
false,2355
false,2356
true,2357
false,2358
false,2359
false,2360
false,2361
false,2362
true,2363
false,2364
false,2365
false,2366
false,2367
true,2368
false,2369
false,2370
true,2371
false,2372
false,2373
false,2374
false,2375
false,2376
false,2377
false,2378
false,2379
false,2380
true,2381
false,2382
false,2383
false,2384
false,2385
false,2386
true,2387
false,2388
false,2389
true,2390
false,2391
true,2392
false,2393
false,2394
false,2395
true,2396
false,2397
true,2398
false,2399
false,2400
false,2401
false,2402
true,2403
false,2404
true,2405
false,2406
false,2407
false,2408
false,2409
true,2410
false,2411
false,2412
false,2413
false,2414
false,2415
false,2416
true,2417
false,2418
true,2419
true,2420
false,2421
true,2422
false,2423
false,2424
false,2425
false,2426
true,2427
true,2428
false,2429
false,2430
false,2431
true,2432
false,2433
false,2434
false,2435
false,2436
true,2437
false,2438
false,2439
false,2440
true,2441
false,2442
true,2443
false,2444
false,2445
true,2446
false,2447
false,2448
false,2449
false,2450
false,2451
true,2452
false,2453
true,2454
false,2455
true,2456
true,2457
false,2458
false,2459
false,2460
false,2461
false,2462
false,2463
false,2464
false,2465
false,2466
false,2467
false,2468
false,2469
false,2470
false,2471
false,2472
false,2473
false,2474
false,2475
false,2476
true,2477
false,2478
true,2479
true,2480
true,2481
false,2482
true,2483
true,2484
true,2485
false,2486
false,2487
true,2488
false,2489
true,2490
true,2491
false,2492
false,2493
false,2494
false,2495
false,2496
false,2497
true,2498
true,2499
true,2500
false,2501
false,2502
false,2503
false,2504
true,2505
false,2506
false,2507
true,2508
false,2509
false,2510
false,2511
false,2512
false,2513
false,2514
true,2515
false,2516
false,2517
false,2518
false,2519
false,2520
true,2521
false,2522
true,2523
false,2524
false,2525
false,2526
true,2527
false,2528
false,2529
false,2530
false,2531
false,2532
false,2533
true,2534
true,2535
false,2536
false,2537
false,2538
false,2539
false,2540
true,2541
true,2542
false,2543
false,2544
true,2545
false,2546
false,2547
false,2548
false,2549
false,2550
false,2551
false,2552
false,2553
false,2554
false,2555
true,2556
false,2557
true,2558
false,2559
true,2560
true,2561
false,2562
false,2563
false,2564
true,2565
false,2566
false,2567
false,2568
false,2569
false,2570
false,2571
false,2572
true,2573
false,2574
true,2575
false,2576
false,2577
true,2578
false,2579
false,2580
false,2581
false,2582
false,2583
true,2584
true,2585
false,2586
true,2587
false,2588
true,2589
false,2590
false,2591
false,2592
false,2593
true,2594
false,2595
false,2596
false,2597
false,2598
true,2599
false,2600
true,2601
false,2602
false,2603
true,2604
true,2605
false,2606
true,2607
false,2608
false,2609
false,2610
false,2611
false,2612
false,2613
false,2614
false,2615
false,2616
false,2617
false,2618
false,2619
true,2620
false,2621
false,2622
true,2623
false,2624
false,2625
false,2626
false,2627
false,2628
false,2629
false,2630
false,2631
false,2632
false,2633
true,2634
false,2635
false,2636
false,2637
false,2638
false,2639
false,2640
false,2641
false,2642
false,2643
false,2644
false,2645
false,2646
false,2647
false,2648
true,2649
false,2650
false,2651
false,2652
false,2653
false,2654
true,2655
false,2656
false,2657
true,2658
false,2659
true,2660
false,2661
false,2662
false,2663
true,2664
false,2665
true,2666
false,2667
false,2668
false,2669
false,2670
false,2671
false,2672
false,2673
false,2674
false,2675
false,2676
false,2677
true,2678
false,2679
true,2680
false,2681
true,2682
true,2683
false,2684
false,2685
false,2686
false,2687
false,2688
true,2689
false,2690
true,2691
false,2692
true,2693
false,2694
true,2695
true,2696
true,2697
false,2698
true,2699
false,2700
true,2701
false,2702
false,2703
false,2704
false,2705
false,2706
false,2707
false,2708
false,2709
false,2710
false,2711
false,2712
false,2713
false,2714
false,2715
true,2716
false,2717
false,2718
false,2719
true,2720
false,2721
false,2722
false,2723
false,2724
false,2725
false,2726
false,2727
true,2728
true,2729
true,2730
false,2731
false,2732
false,2733
false,2734
false,2735
false,2736
false,2737
false,2738
false,2739
false,2740
true,2741
false,2742
false,2743
true,2744
false,2745
false,2746
false,2747
true,2748
false,2749
false,2750
false,2751
false,2752
true,2753
false,2754
false,2755
false,2756
false,2757
true,2758
false,2759
false,2760
false,2761
true,2762
true,2763
false,2764
false,2765
false,2766
true,2767
false,2768
false,2769
true,2770
false,2771
false,2772
false,2773
false,2774
true,2775
false,2776
false,2777
true,2778
true,2779
false,2780
false,2781
true,2782
false,2783
true,2784
false,2785
false,2786
false,2787
false,2788
false,2789
false,2790
false,2791
false,2792
false,2793
false,2794
false,2795
true,2796
false,2797
false,2798
false,2799
false,2800
false,2801
false,2802
false,2803
true,2804
true,2805
true,2806
false,2807
false,2808
false,2809
false,2810
false,2811
true,2812
false,2813
false,2814
true,2815
true,2816
false,2817
false,2818
false,2819
true,2820
false,2821
true,2822
true,2823
false,2824
false,2825
false,2826
true,2827
true,2828
true,2829
false,2830
false,2831
false,2832
false,2833
true,2834
false,2835
false,2836
false,2837
false,2838
true,2839
false,2840
true,2841
true,2842
false,2843
false,2844
false,2845
true,2846
true,2847
false,2848
false,2849
false,2850
false,2851
true,2852
true,2853
false,2854
false,2855
true,2856
false,2857
false,2858
false,2859
true,2860
false,2861
true,2862
false,2863
false,2864
false,2865
true,2866
true,2867
false,2868
false,2869
false,2870
false,2871
true,2872
false,2873
false,2874
true,2875
false,2876
false,2877
true,2878
false,2879
true,2880
false,2881
true,2882
true,2883
false,2884
true,2885
false,2886
false,2887
false,2888
false,2889
false,2890
false,2891
false,2892
false,2893
false,2894
false,2895
true,2896
true,2897
false,2898
false,2899
false,2900
false,2901
true,2902
false,2903
false,2904
true,2905
true,2906
false,2907
false,2908
false,2909
false,2910
true,2911
true,2912
false,2913
false,2914
false,2915
false,2916
true,2917
false,2918
true,2919
false,2920
false,2921
false,2922
false,2923
false,2924
false,2925
true,2926
false,2927
true,2928
true,2929
false,2930
true,2931
false,2932
false,2933
false,2934
false,2935
false,2936
false,2937
false,2938
true,2939
true,2940
false,2941
true,2942
true,2943
true,2944
true,2945
true,2946
false,2947
true,2948
false,2949
true,2950
false,2951
false,2952
false,2953
true,2954
true,2955
false,2956
false,2957
false,2958
true,2959
true,2960
true,2961
false,2962
false,2963
false,2964
false,2965
false,2966
false,2967
false,2968
true,2969
true,2970
false,2971
false,2972
false,2973
true,2974
false,2975
false,2976
true,2977
true,2978
false,2979
false,2980
true,2981
false,2982
false,2983
false,2984
true,2985
true,2986
true,2987
false,2988
false,2989
false,2990
false,2991
false,2992
false,2993
